index,digit,pixel_0_0,pixel_0_1,pixel_0_2,pixel_0_3,pixel_0_4,pixel_0_5,pixel_0_6,pixel_0_7,pixel_1_0,pixel_1_1,pixel_1_2,pixel_1_3,pixel_1_4,pixel_1_5,pixel_1_6,pixel_1_7,pixel_2_0,pixel_2_1,pixel_2_2,pixel_2_3,pixel_2_4,pixel_2_5,pixel_2_6,pixel_2_7,pixel_3_0,pixel_3_1,pixel_3_2,pixel_3_3,pixel_3_4,pixel_3_5,pixel_3_6,pixel_3_7,pixel_4_0,pixel_4_1,pixel_4_2,pixel_4_3,pixel_4_4,pixel_4_5,pixel_4_6,pixel_4_7,pixel_5_0,pixel_5_1,pixel_5_2,pixel_5_3,pixel_5_4,pixel_5_5,pixel_5_6,pixel_5_7,pixel_6_0,pixel_6_1,pixel_6_2,pixel_6_3,pixel_6_4,pixel_6_5,pixel_6_6,pixel_6_7,pixel_7_0,pixel_7_1,pixel_7_2,pixel_7_3,pixel_7_4,pixel_7_5,pixel_7_6,pixel_7_7
1328,4,0,0,0,2,15,8,0,0,0,0,1,15,13,3,0,0,0,0,9,13,1,0,0,0,0,1,15,6,0,5,11,0,0,7,14,0,1,15,8,0,0,8,15,9,15,16,3,0,0,1,11,16,16,10,0,0,0,0,0,2,15,5,0,0
1329,1,0,0,0,16,13,0,0,0,0,0,0,15,15,0,0,0,0,0,0,16,13,0,0,0,0,0,3,16,11,0,0,0,0,0,2,16,12,0,0,0,0,0,3,16,12,0,0,0,0,0,1,16,12,0,0,0,0,0,0,12,15,1,0,0
1330,7,0,0,3,11,16,15,2,0,0,4,16,10,4,16,4,0,0,7,6,0,5,16,1,0,0,0,0,0,10,12,0,0,0,0,0,9,16,16,10,0,0,0,0,6,15,6,1,0,0,0,0,13,9,0,0,0,0,0,1,15,2,0,0,0
1331,7,0,0,6,16,16,6,0,0,0,5,13,5,7,13,0,0,0,1,1,0,5,11,0,0,0,0,0,5,14,14,8,0,0,0,0,5,16,8,2,0,0,0,0,8,8,0,0,0,0,0,1,14,3,0,0,0,0,0,7,12,0,0,0,0
1332,3,0,0,9,16,16,12,0,0,0,2,16,8,9,16,0,0,0,1,8,0,13,14,0,0,0,0,0,13,16,5,0,0,0,0,0,8,14,15,5,0,0,0,0,0,0,9,14,0,0,0,9,6,0,11,15,0,0,0,8,16,16,16,6,0
1333,5,0,0,9,16,16,16,7,0,0,3,16,11,4,4,1,0,0,6,16,1,0,0,0,0,0,9,16,9,4,0,0,0,0,0,6,10,16,8,0,0,0,0,2,0,8,14,0,0,0,0,13,7,8,14,0,0,0,0,10,16,16,4,0,0
1334,1,0,0,0,14,11,0,0,0,0,0,0,12,16,2,0,0,0,0,0,12,16,2,0,0,0,0,0,15,16,1,0,0,0,0,0,16,16,1,0,0,0,0,3,16,15,0,0,0,0,0,4,16,14,0,0,0,0,0,1,14,16,4,0,0
1335,0,0,0,1,13,14,1,0,0,0,1,11,16,10,12,0,0,0,6,16,15,0,13,3,0,0,7,14,5,0,8,9,0,0,6,13,0,0,8,11,0,0,4,15,0,1,14,9,0,0,0,14,8,12,16,3,0,0,0,3,15,15,4,0,0
1336,0,0,0,2,14,13,1,0,0,0,0,14,16,13,11,0,0,0,4,16,11,1,13,3,0,0,5,16,3,0,10,9,0,0,6,13,0,0,9,11,0,0,2,15,0,1,15,8,0,0,0,11,12,15,15,1,0,0,0,2,13,16,5,0,0
1337,2,0,0,10,16,16,10,0,0,0,4,16,6,1,16,2,0,0,0,10,0,1,16,3,0,0,0,0,0,5,15,0,0,0,0,0,0,11,11,0,0,0,0,0,2,15,4,0,0,0,0,2,13,16,12,8,0,0,0,13,15,11,8,14,7
1338,2,0,0,10,16,14,6,0,0,0,0,16,8,6,16,3,0,0,0,9,5,0,13,6,0,0,0,0,0,0,14,8,0,0,0,0,0,4,16,2,0,0,0,0,0,13,11,0,0,0,0,2,9,16,10,6,1,0,0,12,16,14,13,16,8
1339,7,0,0,7,15,16,15,0,0,0,2,15,2,5,16,1,0,0,0,0,0,10,13,0,0,0,0,0,3,14,11,2,0,0,0,6,16,16,16,8,0,0,0,5,13,7,0,0,0,0,0,3,15,1,0,0,0,0,0,10,12,0,0,0,0
1340,8,0,0,6,14,16,6,0,0,0,6,16,16,8,15,0,0,0,7,14,14,12,14,0,0,0,0,13,10,16,6,0,0,0,0,4,16,10,0,0,0,0,0,11,13,16,2,0,0,0,0,15,5,15,4,0,0,0,0,8,16,15,1,0,0
1341,2,0,0,10,16,13,3,0,0,0,0,6,15,12,13,0,0,0,0,0,6,6,16,0,0,0,0,0,0,3,16,1,0,0,0,0,0,7,14,0,0,0,0,0,0,13,8,0,0,0,0,4,15,16,13,8,5,0,0,6,16,10,9,12,15
1342,0,0,0,10,16,14,2,0,0,0,3,16,9,8,14,0,0,0,5,16,3,2,15,6,0,0,5,16,3,0,12,10,0,0,7,14,0,0,12,11,0,0,7,16,1,3,16,5,0,0,4,16,7,12,11,1,0,0,0,10,16,14,3,0,0
1343,1,0,0,0,1,15,12,0,0,0,0,0,12,16,13,0,0,0,0,11,16,16,13,0,0,0,11,16,11,13,13,0,0,0,3,7,0,12,14,0,0,0,0,0,0,11,13,0,0,0,0,0,0,15,13,0,0,0,0,0,2,15,13,0,0
1344,2,0,0,11,16,16,7,0,0,0,2,16,10,11,15,0,0,0,0,15,4,4,16,3,0,0,0,3,3,5,16,1,0,0,0,0,0,9,13,0,0,0,0,0,1,16,7,0,0,0,0,2,12,15,6,4,1,0,0,10,16,16,16,16,10
1345,6,0,0,0,14,14,1,0,0,0,0,3,16,14,0,0,0,0,0,10,16,2,0,0,0,0,0,16,16,8,3,0,0,0,3,16,15,8,14,2,0,0,0,16,11,0,11,10,0,0,0,9,14,7,16,10,0,0,0,0,12,16,14,1,0
1346,3,0,0,8,16,16,12,0,0,0,0,14,12,10,14,0,0,0,0,3,3,10,10,0,0,0,0,0,8,16,5,0,0,0,0,0,7,16,6,0,0,0,0,4,0,7,14,0,0,0,2,16,5,10,16,0,0,0,0,7,16,16,7,0,0
1347,3,0,0,7,16,16,14,0,0,0,0,16,12,10,15,1,0,0,0,10,4,16,10,0,0,0,0,0,9,16,11,1,0,0,0,0,0,7,16,8,0,0,0,0,0,0,16,7,0,0,0,8,4,10,15,2,0,0,0,12,16,16,6,0,0
1348,7,0,0,12,16,16,5,0,0,0,3,13,8,14,15,1,0,0,0,0,0,13,16,0,0,0,6,16,16,16,16,13,0,0,6,9,11,16,9,5,0,0,0,0,14,11,0,0,0,0,0,7,16,2,0,0,0,0,0,13,10,0,0,0,0
1349,3,0,0,5,15,16,15,1,0,0,10,16,11,8,16,5,0,0,12,10,1,10,15,1,0,0,0,0,8,16,11,1,0,0,0,0,1,10,16,10,0,0,0,0,2,0,7,16,0,0,0,8,13,5,15,12,0,0,0,5,15,16,14,3,0
1350,3,0,0,10,16,16,10,1,0,0,4,16,11,11,16,3,0,0,1,9,1,10,15,1,0,0,0,0,5,16,10,0,0,0,0,0,0,7,15,10,0,0,0,0,0,0,7,16,0,0,2,12,7,4,14,15,1,0,0,11,16,16,15,4,0
1351,4,0,0,0,1,13,7,0,0,0,0,0,10,14,1,0,0,0,0,3,16,5,0,0,0,0,0,13,11,0,3,8,0,0,6,15,2,0,14,7,0,0,8,16,12,13,16,4,0,0,3,11,11,15,12,0,0,0,0,0,0,16,9,0,0
1352,6,0,0,0,14,14,1,0,0,0,0,7,16,10,2,0,0,0,0,14,14,1,0,0,0,0,0,14,16,14,4,0,0,0,1,16,16,8,16,2,0,0,0,14,11,0,13,9,0,0,0,9,14,6,16,7,0,0,0,0,14,16,14,0,0
1353,6,0,0,0,14,14,1,0,0,0,0,6,16,12,0,0,0,0,0,12,16,2,0,0,0,0,0,16,16,16,9,0,0,0,1,16,15,8,14,9,0,0,0,14,12,0,12,13,0,0,0,6,14,7,16,10,0,0,0,1,13,16,13,1,0
1354,6,0,0,0,12,14,1,0,0,0,0,5,16,12,0,0,0,0,0,10,15,1,0,0,0,0,0,14,15,9,2,0,0,0,1,16,15,16,15,2,0,0,0,15,7,1,12,10,0,0,0,10,14,4,15,12,0,0,0,0,11,16,15,5,0
1355,4,0,0,0,4,14,2,0,0,0,0,1,15,7,0,0,0,0,0,8,14,0,2,8,0,0,1,15,5,0,10,11,0,0,6,14,1,6,16,5,0,0,12,16,16,16,14,2,0,0,3,12,13,16,3,0,0,0,0,0,6,10,0,0,0
1356,9,0,0,0,12,14,5,0,0,0,0,6,11,4,15,0,0,0,0,8,9,8,16,3,0,0,0,3,14,13,13,4,0,0,0,0,0,0,10,7,0,0,0,0,0,0,7,8,0,0,0,13,6,1,7,9,0,0,0,1,10,14,15,2,0
1357,1,0,0,1,15,15,2,0,0,0,0,0,12,16,7,0,0,0,0,0,14,16,5,0,0,0,0,0,13,16,2,0,0,0,0,2,16,13,0,0,0,0,0,6,16,13,0,0,0,0,0,6,16,11,0,0,0,0,0,1,14,16,7,0,0
1358,5,0,0,7,16,16,10,0,0,0,0,14,13,7,4,0,0,0,5,16,6,0,0,0,0,0,14,15,8,6,1,0,0,0,4,12,12,16,13,2,0,0,0,0,0,1,15,6,0,0,0,5,6,6,16,4,0,0,0,7,16,16,11,1,0
1359,0,0,0,1,12,12,3,0,0,0,0,9,13,5,14,0,0,0,0,15,3,0,10,2,0,0,3,16,4,0,9,4,0,0,4,13,0,0,9,2,0,0,3,13,0,1,15,0,0,0,0,13,6,8,9,0,0,0,0,2,14,12,2,0,0
1360,9,0,0,8,16,6,3,0,0,0,2,13,5,10,14,0,0,0,4,14,1,9,16,0,0,0,0,12,13,8,13,0,0,0,0,0,3,0,11,2,0,0,0,0,0,0,12,2,0,0,0,4,1,0,14,1,0,0,0,6,15,16,10,0,0
1361,5,0,0,4,9,13,13,0,0,0,1,13,15,6,2,0,0,0,0,9,7,0,0,0,0,0,0,13,3,4,0,0,0,0,2,16,16,16,8,0,0,0,2,11,3,0,10,4,0,0,0,2,5,4,15,1,0,0,0,3,12,14,8,0,0
1362,2,0,1,13,16,9,0,0,0,0,8,15,8,15,5,0,0,0,11,9,0,12,8,0,0,0,0,0,0,11,8,0,0,0,0,0,2,16,3,0,0,0,0,0,6,15,1,0,0,0,0,7,16,16,16,10,1,0,1,16,14,10,8,11,1
1363,8,0,0,2,16,14,2,0,0,0,1,12,16,16,10,0,0,0,4,16,12,12,12,0,0,0,1,15,11,16,6,0,0,0,0,6,16,13,0,0,0,0,0,9,14,14,8,0,0,0,0,10,12,6,15,0,0,0,0,2,13,16,12,0,0
1364,2,0,0,7,16,14,3,0,0,0,0,9,14,11,15,0,0,0,0,1,5,0,15,5,0,0,0,0,0,0,16,5,0,0,0,0,0,3,16,4,0,0,0,0,1,12,14,1,0,0,0,5,12,16,16,14,1,0,0,8,16,14,10,13,3
1365,0,0,0,5,13,11,1,0,0,0,3,16,11,8,12,0,0,0,5,16,0,0,13,3,0,0,5,13,0,0,6,7,0,0,7,10,0,0,8,7,0,0,4,13,0,1,14,5,0,0,1,15,5,12,10,0,0,0,0,7,16,10,1,0,0
1366,0,0,0,4,15,13,2,0,0,0,4,16,15,7,11,0,0,0,8,14,14,0,14,2,0,0,7,9,12,4,8,7,0,0,6,11,0,0,7,9,0,0,2,15,1,0,10,8,0,0,0,11,8,4,15,4,0,0,0,2,14,16,10,0,0
1367,1,0,0,0,3,16,8,0,0,0,0,0,11,16,9,0,0,0,3,12,16,16,8,0,0,0,13,16,9,16,8,0,0,0,1,2,0,16,8,0,0,0,0,0,2,16,4,0,0,0,0,0,2,16,6,0,0,0,0,0,1,16,9,0,0
1368,7,0,1,12,16,16,15,0,0,0,7,13,7,8,16,0,0,0,0,1,0,8,14,0,0,0,0,7,15,16,16,11,0,0,3,15,12,15,4,2,0,0,0,1,12,7,0,0,0,0,0,2,16,2,0,0,0,0,0,13,9,0,0,0,0
1369,6,0,0,0,8,13,0,0,0,0,0,0,14,6,0,0,0,0,0,6,12,0,0,0,0,0,0,8,13,8,2,0,0,0,0,13,16,13,14,4,0,0,0,11,8,2,3,13,0,0,0,7,11,5,12,11,0,0,0,1,11,12,4,0,0
1370,3,0,0,13,16,16,9,0,0,0,2,16,7,7,16,0,0,0,0,4,0,11,10,0,0,0,0,1,13,14,3,0,0,0,0,0,7,15,11,1,0,0,0,0,1,2,13,10,0,0,0,8,9,1,12,11,0,0,0,11,16,16,15,1,0
1371,2,0,0,7,16,12,0,0,0,0,1,16,7,13,3,0,0,0,0,15,2,10,6,0,0,0,0,4,0,12,5,0,0,0,0,0,0,15,1,0,0,0,0,0,5,13,0,0,0,0,0,6,15,14,8,7,1,0,0,6,13,12,12,15,12
1372,1,0,0,1,14,14,2,0,0,0,0,1,14,16,3,0,0,0,0,0,10,16,2,0,0,0,0,0,11,16,5,0,0,0,0,0,15,16,5,0,0,0,0,0,15,16,5,0,0,0,0,0,10,16,12,1,0,0,0,0,14,16,11,0,0
1373,7,0,1,8,16,15,0,0,0,0,4,13,5,16,0,0,0,0,0,0,0,16,0,0,0,0,0,1,7,14,6,2,0,0,0,12,16,14,13,8,0,0,0,8,16,4,0,0,0,0,0,5,15,0,0,0,0,0,0,14,8,0,0,0,0
1374,4,0,0,0,7,14,0,0,0,0,0,1,14,8,0,1,0,0,0,8,14,0,9,11,0,0,1,15,6,1,14,10,0,0,8,15,0,8,16,1,0,0,10,15,9,15,15,0,0,0,5,15,14,16,6,0,0,0,0,0,8,15,2,0,0
1375,6,0,0,0,16,6,0,0,0,0,0,3,16,6,0,0,0,0,0,9,16,0,0,0,0,0,0,12,16,12,9,1,0,0,0,15,16,14,13,12,0,0,0,14,15,7,0,15,6,0,0,9,14,4,7,15,8,0,0,1,13,16,16,12,1
1376,3,0,0,10,16,16,10,0,0,0,8,15,7,6,14,0,0,0,1,3,0,15,8,0,0,0,0,0,12,13,1,0,0,0,0,0,7,15,4,0,0,0,0,0,0,8,12,0,0,0,0,6,0,12,10,0,0,0,0,13,16,15,3,0,0
1377,1,0,0,2,14,14,0,0,0,0,0,1,15,16,2,0,0,0,0,0,14,16,3,0,0,0,0,0,10,16,5,0,0,0,0,0,12,14,1,0,0,0,0,0,13,13,0,0,0,0,0,1,16,11,0,0,0,0,0,2,15,12,0,0,0
1378,3,0,1,12,16,14,2,0,0,0,7,15,4,13,7,0,0,0,0,2,0,12,7,0,0,0,0,0,6,16,8,0,0,0,0,0,15,13,15,9,0,0,0,0,1,0,8,15,0,0,0,8,4,1,12,10,0,0,1,13,16,16,13,1,0
1379,9,0,0,8,16,13,2,0,0,0,2,16,8,11,14,1,0,0,3,16,1,12,16,5,0,0,0,12,16,16,13,9,0,0,0,0,4,2,9,14,0,0,0,4,5,0,8,13,0,0,1,16,11,1,13,7,0,0,0,8,15,16,15,1,0
1380,1,0,0,2,16,10,0,0,0,0,0,3,16,16,1,0,0,0,0,5,16,14,0,0,0,0,0,3,16,13,0,0,0,0,0,1,16,15,0,0,0,0,0,1,16,16,0,0,0,0,0,2,16,15,2,0,0,0,0,0,15,16,11,0,0
1381,7,0,0,3,13,16,13,1,0,0,3,15,13,10,16,2,0,0,4,10,0,4,16,1,0,0,0,0,3,11,14,2,0,0,0,9,16,16,16,8,0,0,0,9,12,16,0,0,0,0,0,1,12,11,0,0,0,0,0,3,16,8,0,0,0
1382,6,0,0,0,10,11,0,0,0,0,0,0,14,14,0,0,0,0,0,4,16,3,0,0,0,0,0,6,16,10,2,0,0,0,0,12,16,12,11,5,0,0,0,11,7,3,2,14,0,0,0,6,13,0,4,13,0,0,0,0,9,16,15,5,0
1383,8,0,0,6,12,13,7,0,0,0,0,16,10,16,12,0,0,0,0,13,7,16,9,0,0,0,0,1,15,13,0,0,0,0,0,2,16,13,0,0,0,0,0,10,7,10,2,0,0,0,0,13,4,13,3,0,0,0,0,7,15,9,0,0,0
1384,4,0,0,0,0,12,10,0,0,0,0,0,11,16,3,0,0,0,0,4,15,4,0,0,0,0,0,12,10,0,8,10,0,0,6,15,1,1,15,8,0,0,7,16,8,10,16,7,0,0,4,15,16,16,13,0,0,0,0,0,0,12,9,0,0
1385,3,0,0,5,16,16,10,0,0,0,2,16,14,14,14,0,0,0,2,14,4,14,10,0,0,0,0,0,8,16,8,0,0,0,0,0,0,8,16,6,0,0,0,0,0,0,12,13,0,0,0,7,11,8,16,11,0,0,0,8,16,16,10,1,0
1386,1,0,0,2,16,12,0,0,0,0,0,5,16,16,1,0,0,0,0,2,16,15,0,0,0,0,0,6,16,14,0,0,0,0,0,8,16,9,0,0,0,0,0,7,16,14,0,0,0,0,0,8,16,11,0,0,0,0,0,2,15,13,0,0,0
1387,4,0,0,0,6,16,6,0,0,0,0,3,16,9,0,0,0,0,1,13,13,1,2,1,0,0,7,16,5,1,14,10,0,0,12,16,8,12,16,2,0,0,2,12,15,16,11,0,0,0,0,0,8,16,4,0,0,0,0,0,8,15,0,0,0
1388,0,0,0,4,16,12,1,0,0,0,2,16,16,11,8,0,0,0,3,16,13,1,14,2,0,0,4,16,0,0,13,4,0,0,4,15,0,0,13,8,0,0,1,16,1,0,14,5,0,0,0,10,8,7,15,1,0,0,0,2,13,16,8,0,0
1389,5,0,0,7,16,15,4,0,0,0,0,3,13,4,2,0,0,0,0,9,9,0,0,0,0,0,0,14,7,0,0,0,0,0,0,13,16,13,2,0,0,0,0,0,4,11,8,0,0,0,0,0,1,13,6,0,0,0,0,6,16,14,0,0,0
1390,3,0,0,9,16,16,7,0,0,0,13,15,9,12,15,0,0,0,5,4,0,13,13,0,0,0,0,0,11,16,5,0,0,0,0,0,11,16,10,3,0,0,0,0,0,4,12,13,0,0,0,7,1,1,12,14,0,0,0,9,16,16,14,5,0
1391,6,0,0,0,15,2,0,0,0,0,0,0,16,4,0,0,0,0,0,6,9,0,0,0,0,0,0,12,16,16,9,1,0,0,0,14,11,0,8,9,0,0,0,11,14,3,2,14,0,0,0,8,11,4,14,7,0,0,0,1,12,14,6,0,0
1392,9,0,0,6,12,15,9,1,0,0,5,14,4,5,16,3,0,0,9,8,3,13,16,4,0,0,3,15,15,7,10,8,0,0,0,0,1,0,12,8,0,0,0,0,0,0,11,2,0,0,0,7,4,5,13,0,0,0,0,5,14,15,4,0,0
1393,6,0,0,3,16,14,1,0,0,0,0,11,16,6,0,0,0,0,0,15,9,1,0,0,0,0,3,16,14,16,12,2,0,0,4,16,14,13,11,14,0,0,0,16,5,3,7,16,3,0,0,11,12,8,16,10,0,0,0,2,14,16,12,0,0
1394,1,0,0,2,16,13,0,0,0,0,0,4,16,15,0,0,0,0,0,4,16,12,0,0,0,0,0,7,16,10,0,0,0,0,0,5,16,9,0,0,0,0,0,7,16,7,0,0,0,0,0,3,16,9,0,0,0,0,0,1,12,15,0,0,0
1395,7,0,0,8,16,15,4,0,0,0,10,16,11,13,12,0,0,0,12,7,0,13,8,0,0,0,0,1,7,16,12,5,0,0,5,15,16,16,14,9,0,0,2,8,15,10,0,0,0,0,0,7,16,2,0,0,0,0,0,10,13,0,0,0,0
1396,5,0,0,11,16,16,11,0,0,0,0,10,16,7,2,0,0,0,1,16,9,0,0,0,0,0,0,13,16,8,0,0,0,0,0,0,4,15,4,0,0,0,0,0,0,14,8,0,0,0,0,3,8,16,4,0,0,0,0,14,16,9,0,0,0
1397,4,0,0,0,1,11,12,0,0,0,0,0,9,13,1,0,0,0,0,8,15,3,0,0,0,0,2,16,6,1,5,2,0,0,12,13,8,13,16,9,0,0,16,16,13,11,16,6,0,0,3,4,0,11,14,0,0,0,0,0,1,16,12,0,0
1398,4,0,0,0,3,14,9,0,0,0,0,0,13,11,1,0,0,0,0,9,14,0,0,0,0,0,4,16,4,0,4,2,0,0,12,12,7,14,16,10,0,0,13,16,14,11,16,4,0,0,2,2,0,11,13,0,0,0,0,0,3,16,9,0,0
1399,7,0,0,3,13,16,16,5,0,0,4,15,13,10,16,6,0,0,1,8,1,4,16,4,0,0,0,1,6,11,16,10,0,0,0,13,16,16,13,3,0,0,0,10,7,16,4,0,0,0,0,0,11,13,0,0,0,0,0,4,16,8,0,0,0
1400,2,0,0,7,14,11,1,0,0,0,6,15,6,7,10,0,0,0,11,7,0,2,12,0,0,0,5,4,0,1,12,0,0,0,0,0,0,3,9,0,0,0,0,0,0,11,3,0,0,0,0,0,9,13,2,3,0,0,0,7,16,16,16,16,6
1401,8,0,0,8,15,14,7,0,0,0,0,12,16,14,16,0,0,0,0,3,15,14,14,1,0,0,0,0,11,16,1,0,0,0,0,5,14,14,4,0,0,0,0,12,6,8,8,0,0,0,1,16,2,9,7,0,0,0,0,9,16,11,1,0,0
1402,2,0,0,11,16,11,0,0,0,0,3,16,11,15,6,0,0,0,1,10,3,10,10,0,0,0,0,0,0,9,10,0,0,0,0,0,0,12,9,0,0,0,0,0,5,16,5,0,0,0,1,13,16,16,13,8,0,0,0,11,11,8,13,16,7
1403,2,0,0,9,16,13,1,0,0,0,8,16,8,11,8,0,0,0,11,10,0,8,10,0,0,0,1,5,0,11,11,0,0,0,0,0,0,13,9,0,0,0,0,0,4,16,2,0,0,0,0,4,14,15,7,4,1,0,0,8,16,16,16,16,12
1404,5,0,0,9,16,16,16,4,0,0,0,8,16,5,4,0,0,0,1,15,9,0,0,0,0,0,9,15,8,7,3,0,0,0,3,12,12,14,16,5,0,0,0,0,0,1,11,12,0,0,0,1,2,1,11,10,0,0,0,9,16,16,16,4,0
1405,7,0,0,2,13,16,8,0,0,0,0,13,7,7,13,0,0,0,1,7,0,7,13,2,0,0,0,1,10,16,16,13,0,0,0,6,13,16,2,0,0,0,0,1,5,11,0,0,0,0,0,0,12,4,0,0,0,0,0,2,14,0,0,0,0
1406,9,0,1,8,11,13,12,0,0,0,5,9,0,4,16,1,0,0,7,5,0,5,16,5,0,0,1,13,11,13,6,8,0,0,0,3,4,1,4,8,0,0,0,0,0,0,7,5,0,0,2,8,1,2,14,0,0,0,0,8,13,11,3,0,0
1407,5,0,0,14,16,16,16,2,0,0,7,16,5,1,0,0,0,0,14,13,7,3,0,0,0,0,4,12,13,16,9,0,0,0,0,0,0,6,15,0,0,0,0,0,0,9,14,0,0,0,0,5,14,16,3,0,0,0,1,15,11,4,0,0,0
1408,4,0,0,0,2,14,5,0,0,0,0,1,11,11,0,0,0,0,0,7,14,1,0,0,0,0,5,16,3,4,6,2,0,0,14,16,14,16,16,10,0,0,9,12,7,8,16,4,0,0,0,0,0,13,12,0,0,0,0,0,3,15,6,0,0
1409,8,0,0,2,15,15,3,0,0,0,3,12,15,10,13,0,0,0,3,16,14,11,14,0,0,0,0,7,16,16,9,0,0,0,0,5,16,13,0,0,0,0,0,13,16,11,0,0,0,0,0,13,16,15,0,0,0,0,0,2,15,10,0,0,0
1410,8,0,0,4,15,15,4,0,0,0,6,16,16,12,14,0,0,0,11,11,6,14,12,0,0,0,3,14,13,14,1,0,0,0,0,12,16,5,0,0,0,0,1,16,13,9,0,0,0,0,0,13,10,15,0,0,0,0,0,3,15,15,0,0,0
1411,4,0,0,0,5,15,3,0,0,0,0,2,16,4,0,0,0,0,0,8,12,0,2,12,0,0,3,16,1,0,11,10,0,0,9,13,0,3,16,5,0,0,13,15,16,16,12,0,0,0,5,12,14,16,4,0,0,0,0,0,6,15,2,0,0
1412,9,0,0,1,11,12,9,5,0,0,0,14,6,1,15,10,0,0,2,12,4,12,7,10,0,0,1,13,12,3,4,8,0,0,0,0,0,0,4,8,0,0,0,3,4,0,7,6,0,0,0,12,7,3,11,0,0,0,0,3,13,15,3,0,0
1413,0,0,0,2,15,13,2,0,0,0,0,8,16,15,12,0,0,0,0,9,14,1,15,5,0,0,0,14,13,0,11,9,0,0,3,16,11,0,12,9,0,0,2,16,3,2,16,6,0,0,1,13,11,15,14,0,0,0,0,4,16,15,5,0,0
1414,8,0,0,10,9,14,10,0,0,0,2,15,15,4,14,2,0,0,0,13,5,9,12,0,0,0,0,4,16,14,2,0,0,0,0,11,12,10,0,0,0,0,0,15,1,12,0,0,0,0,3,12,2,13,0,0,0,0,0,9,16,7,0,0,0
1415,0,0,0,4,14,16,4,0,0,0,0,12,8,9,12,0,0,0,2,11,0,0,12,3,0,0,4,7,0,0,5,8,0,0,6,4,0,0,4,8,0,0,4,9,0,0,6,8,0,0,0,14,9,6,15,2,0,0,0,4,16,15,5,0,0
1416,1,0,0,0,3,15,16,1,0,0,0,7,15,16,14,0,0,0,4,16,16,15,13,0,0,0,0,8,2,15,13,0,0,0,0,0,0,16,15,0,0,0,0,0,0,16,12,0,0,0,0,0,1,16,16,2,0,0,0,0,3,15,13,1,0
1417,2,0,1,10,16,3,0,0,0,0,5,16,14,8,0,0,0,0,10,11,8,12,0,0,0,0,1,1,8,12,0,0,0,0,0,0,12,8,0,0,0,0,0,2,15,5,1,2,0,0,0,10,16,14,14,12,0,0,0,14,16,16,13,7,0
1418,3,0,0,8,16,8,0,0,0,0,0,16,6,15,1,0,0,0,4,10,0,12,2,0,0,0,0,0,7,16,3,0,0,0,0,0,5,13,16,3,0,0,0,0,0,0,11,6,0,0,0,12,9,9,16,2,0,0,0,8,16,15,7,0,0
1419,4,0,0,3,16,0,0,0,0,0,0,10,10,0,0,0,0,0,1,16,3,13,5,0,0,0,8,13,1,16,7,6,0,0,14,13,9,16,16,10,0,0,11,16,16,14,9,3,0,0,1,4,16,8,0,0,0,0,0,2,16,6,0,0,0
1420,5,0,1,12,12,12,15,6,0,0,1,14,5,5,4,1,0,0,0,12,0,0,0,0,0,0,8,16,16,15,8,0,0,0,1,4,4,5,12,7,0,0,0,0,0,0,11,4,0,0,2,7,2,10,12,0,0,0,2,16,15,8,1,0,0
1421,6,0,0,1,13,4,0,0,0,0,0,12,13,1,0,0,0,0,1,16,2,0,0,0,0,0,5,16,8,4,2,0,0,0,5,16,14,16,15,3,0,0,3,13,1,0,9,9,0,0,0,11,12,4,11,11,0,0,0,2,13,16,13,1,0
1422,7,0,0,0,11,16,16,10,0,0,0,10,12,9,15,9,0,0,0,13,8,0,12,5,0,0,0,6,0,4,12,0,0,0,0,2,15,16,16,9,0,0,0,6,13,15,9,1,0,0,0,0,9,9,0,0,0,0,0,1,14,4,0,0,0
1423,8,0,0,4,12,13,5,0,0,0,3,15,8,10,15,2,0,0,3,14,2,2,15,3,0,0,0,10,16,16,7,0,0,0,0,0,7,13,15,3,0,0,0,2,11,1,12,5,0,0,0,7,9,1,14,2,0,0,0,4,16,16,7,0,0
1424,9,0,0,5,12,13,12,0,0,0,7,13,5,8,15,0,0,0,4,14,4,13,16,3,0,0,0,6,12,8,9,4,0,0,0,0,0,0,8,8,0,0,0,0,0,0,6,8,0,0,0,1,3,2,13,6,0,0,0,6,16,16,8,1,0
1425,0,0,0,3,10,16,4,0,0,0,1,15,16,16,10,0,0,0,6,10,2,3,14,1,0,0,8,6,0,0,10,4,0,0,4,8,0,0,5,8,0,0,0,15,0,0,9,8,0,0,0,12,14,10,16,3,0,0,0,4,14,13,5,0,0
1426,1,0,0,0,0,9,15,0,0,0,0,1,10,16,16,1,0,0,5,16,15,14,16,0,0,0,1,8,0,10,16,0,0,0,0,0,0,11,16,0,0,0,0,0,0,10,15,0,0,0,0,0,0,12,16,3,0,0,0,0,0,8,16,3,0
1427,2,0,3,16,15,1,0,0,0,0,10,16,15,6,0,0,0,0,13,10,13,8,0,0,0,0,1,3,11,10,0,0,0,0,0,0,15,8,0,0,0,0,0,4,16,10,5,7,0,0,1,13,16,16,16,16,0,0,2,14,15,11,8,3,0
1428,3,0,0,12,16,15,1,0,0,0,5,16,10,15,8,0,0,0,1,7,3,14,6,0,0,0,0,0,12,16,7,0,0,0,0,0,3,13,16,6,0,0,0,4,0,0,15,11,0,0,2,16,10,11,16,7,0,0,0,10,16,16,10,1,0
