ixDay,Date,Weekday,,SPY.Open,SPY.High,SPY.Low,SPY.Close,SPY.Volume,SPY.Adjusted
2873,6/3/2011,Friday,106,130.15,131.42,130.08,130.42,234690200,120.67
2874,6/6/2011,Monday,107,130.09,130.36,128.87,129.04,179951200,119.39
2875,6/7/2011,Tuesday,108,129.7,130.07,128.85,128.96,161660500,119.32
2876,6/8/2011,Wednesday,109,128.76,129.19,128.18,128.42,198696400,118.82
2877,6/9/2011,Thursday,110,128.77,129.93,128.46,129.4,160964400,119.73
2878,6/10/2011,Friday,111,128.85,128.93,127.26,127.6,238629400,118.06
2879,6/13/2011,Monday,112,127.89,128.24,127.05,127.7,207599800,118.15
2880,6/14/2011,Tuesday,113,128.87,129.77,128.82,129.32,160570400,119.65
2881,6/15/2011,Wednesday,114,128.24,129.3,126.68,127.02,300958000,117.52
2882,6/16/2011,Thursday,115,127.06,127.97,126.32,127.3,308032800,117.78
2883,6/17/2011,Friday,116,127.93,127.94,126.62,127.05,233284900,118.13
2884,6/20/2011,Monday,117,126.62,127.97,126.58,127.7,159479000,118.74
2885,6/21/2011,Tuesday,118,128.36,129.7,127.75,129.45,193157300,120.37
2886,6/22/2011,Wednesday,119,129.05,129.81,128.59,128.67,176703000,119.64
2887,6/23/2011,Thursday,120,127.16,128.64,126.19,128.3,334286500,119.3
2888,6/24/2011,Friday,121,128.27,128.37,126.62,126.81,226129300,117.91
2889,6/27/2011,Monday,122,126.89,128.43,126.64,127.94,168904700,118.96
2890,6/28/2011,Tuesday,123,128.45,129.63,128.27,129.61,165556300,120.51
2891,6/29/2011,Wednesday,124,130.2,130.93,129.63,130.72,244295500,121.55
2892,6/30/2011,Thursday,125,131.14,132.18,130.71,131.97,223322700,122.71
2893,7/1/2011,Friday,126,132.09,134.1,131.78,133.92,202385700,124.52
2894,7/5/2011,Tuesday,127,133.78,134.08,133.39,133.81,165936000,124.42
2895,7/6/2011,Wednesday,128,133.49,134.14,133.11,133.97,143331600,124.57
2896,7/7/2011,Thursday,129,135.16,135.7,134.88,135.36,170464200,125.86
2897,7/8/2011,Friday,130,133.83,135.36,133.39,134.4,194100500,124.97
2898,7/11/2011,Monday,131,132.75,133.18,131.66,131.97,195918600,122.71
2899,7/12/2011,Tuesday,132,131.69,132.78,131.36,131.4,214675700,122.18
2900,7/13/2011,Wednesday,133,132.09,133.22,131.52,131.84,204062600,122.59
2901,7/14/2011,Thursday,134,132.17,132.78,130.68,130.93,226111800,121.74
2902,7/15/2011,Friday,135,131.66,131.87,130.77,131.69,220012800,122.45
2903,7/18/2011,Monday,136,131.08,131.28,129.63,130.61,196872100,121.44
2904,7/19/2011,Tuesday,137,131.34,132.89,131.31,132.73,166554900,123.42
2905,7/20/2011,Wednesday,138,133.07,133.15,132.42,132.65,137145400,123.34
2906,7/21/2011,Thursday,139,133.4,134.82,132.67,134.49,245246300,125.05
2907,7/22/2011,Friday,140,134.52,134.72,133.76,134.58,126019400,125.14
2908,7/25/2011,Monday,141,133.3,134.49,133.16,133.83,136653800,124.44
2909,7/26/2011,Tuesday,142,133.74,133.96,133.03,133.33,131278200,123.97
2910,7/27/2011,Wednesday,143,132.59,132.63,130.43,130.6,249020100,121.44
2911,7/28/2011,Thursday,144,130.6,131.77,130.01,130.22,207939900,121.08
2912,7/29/2011,Friday,145,128.91,130.55,127.97,129.33,307038400,120.25
2913,8/1/2011,Monday,146,130.84,130.96,127.53,128.78,325790900,119.74
2914,8/2/2011,Tuesday,147,127.81,128.5,125.49,125.49,346653800,116.68
2915,8/3/2011,Wednesday,148,125.66,126.31,123.53,126.17,370830800,117.32
2916,8/4/2011,Thursday,149,124.42,124.62,120.06,120.26,520721800,111.82
2917,8/5/2011,Friday,150,121.76,122.07,116.86,120.08,655619200,111.65
2918,8/8/2011,Monday,151,116.91,120.12,112.02,112.26,702263900,104.38
2919,8/9/2011,Tuesday,152,114.07,117.64,110.27,117.48,717828700,109.24
2920,8/10/2011,Wednesday,153,115.26,116.28,111.95,112.29,662607400,104.41
2921,8/11/2011,Thursday,154,113.26,118.92,112.32,117.33,487979700,109.1
2922,8/12/2011,Friday,155,118.4,119.21,117.28,118.12,313731600,109.83
2923,8/15/2011,Monday,156,119.19,120.74,119,120.62,258810600,112.16
2924,8/16/2011,Tuesday,157,119.47,120.69,118.31,119.59,294095200,111.2
2925,8/17/2011,Wednesday,158,120.25,121.2,118.72,119.67,238201100,111.27
2926,8/18/2011,Thursday,159,116.5,119.71,113.39,114.51,512956300,106.47
2927,8/19/2011,Friday,160,112.96,115.88,112.5,112.64,428281300,104.74
2928,8/22/2011,Monday,161,115.17,115.23,112.41,112.73,275090600,104.82
2929,8/23/2011,Tuesday,162,113.15,116.57,112.58,116.44,331136600,108.27
2930,8/24/2011,Wednesday,163,116.19,118.24,115.92,118.08,246869700,109.79
2931,8/25/2011,Thursday,164,118.73,119.4,115.87,116.28,312365400,108.12
2932,8/26/2011,Friday,165,115.69,118.51,113.85,117.97,314495900,109.69
2933,8/29/2011,Monday,166,119.56,121.43,118.06,121.36,190977200,112.84
2934,8/30/2011,Tuesday,167,120.83,122.43,119.26,121.68,241315700,113.14
2935,8/31/2011,Wednesday,168,122.46,123.51,121.3,122.22,301828400,113.64
2936,9/1/2011,Thursday,169,122.29,123.4,120.78,120.94,254585900,112.45
2937,9/2/2011,Friday,170,118.42,120.87,117.43,117.85,255517200,109.58
2938,9/6/2011,Tuesday,171,114.39,117.16,114.38,116.99,285130500,108.78
2939,9/7/2011,Wednesday,172,118.76,120.34,118.36,120.29,209803200,111.85
2940,9/8/2011,Thursday,173,119.57,120.94,118.77,119.04,250568200,110.69
2941,9/9/2011,Friday,174,117.68,119.06,115.28,115.92,380195100,107.79
2942,9/12/2011,Monday,175,114.47,116.76,114.05,116.67,305793500,108.48
2943,9/13/2011,Tuesday,176,117.05,118.18,116.22,117.74,272514700,109.48
2944,9/14/2011,Wednesday,177,118.34,120.8,116.72,119.37,319389500,110.99
2945,9/15/2011,Thursday,178,120.65,121.47,119.4,121.43,326777200,112.91
2946,9/16/2011,Friday,179,121.29,121.97,120.32,121.52,284528300,113.58
2947,9/19/2011,Monday,180,119.53,120.93,118.72,120.31,241517000,112.45
2948,9/20/2011,Tuesday,181,120.82,121.99,120.01,120.17,218932200,112.32
2949,9/21/2011,Wednesday,182,120.23,120.6,116.44,116.63,316251300,109.01
2950,9/22/2011,Thursday,183,113.25,114.21,111.3,112.86,513911300,105.48
2951,9/23/2011,Friday,184,112.11,114.16,112.02,113.54,307242500,106.12
2952,9/26/2011,Monday,185,114.61,116.4,112.98,116.24,260673700,108.64
2953,9/27/2011,Tuesday,186,118.53,119.56,116.84,117.54,311753900,109.86
2954,9/28/2011,Wednesday,187,117.78,118.49,114.97,115.14,286696800,107.61
2955,9/29/2011,Thursday,188,117.05,117.63,113.93,116.05,298108900,108.46
2956,9/30/2011,Friday,189,114.45,115.45,113.07,113.15,288392300,105.75
2957,10/3/2011,Monday,190,112.49,113.95,109.81,109.93,365136800,102.74
2958,10/4/2011,Tuesday,191,108.35,112.58,107.43,112.34,459177500,105
2959,10/5/2011,Wednesday,192,112.62,114.72,111.58,114.42,284108000,106.94
2960,10/6/2011,Thursday,193,114.36,116.66,113.51,116.49,257800800,108.88
2961,10/7/2011,Friday,194,117.17,117.25,115.06,115.71,312657900,108.15
2962,10/10/2011,Monday,195,117.68,119.63,117.67,119.58,230666300,111.76
2963,10/11/2011,Tuesday,196,118.87,120.04,118.75,119.7,209088000,111.88
2964,10/12/2011,Wednesday,197,120.6,122.14,120.33,120.75,281544900,112.86
2965,10/13/2011,Thursday,198,120.04,120.87,119.12,120.51,212538800,112.63
2966,10/14/2011,Friday,199,121.91,122.6,121.23,122.57,211397600,114.56
2967,10/17/2011,Monday,200,121.99,122.55,119.93,120.23,202311600,112.37
2968,10/18/2011,Tuesday,201,120.14,123.5,119.2,122.58,318857900,114.57
2969,10/19/2011,Wednesday,202,122.38,123.08,120.71,121.13,226601300,113.21
2970,10/20/2011,Thursday,203,121.43,122.1,119.82,121.66,262075600,113.71
2971,10/21/2011,Friday,204,123.09,124.12,122.72,123.97,278999400,115.87
2972,10/24/2011,Monday,205,124.17,125.8,124.06,125.49,203215600,117.29
2973,10/25/2011,Tuesday,206,124.89,124.95,122.78,123.05,268596800,115.01
2974,10/26/2011,Wednesday,207,124.35,124.77,122.21,124.3,289053800,116.18
2975,10/27/2011,Thursday,208,127.63,129.42,126.61,128.63,393220200,120.22
2976,10/28/2011,Friday,209,128,128.85,127.8,128.6,225906500,120.19
2977,10/31/2011,Monday,210,127.16,128.62,125.32,125.5,228146700,117.3
2978,11/1/2011,Tuesday,211,122.03,123.51,121.52,122,416565800,114.03
2979,11/2/2011,Wednesday,212,123.83,124.4,122.79,123.99,244717600,115.89
2980,11/3/2011,Thursday,213,125.27,126.5,123.6,126.25,291174800,118
2981,11/4/2011,Friday,214,125.23,125.7,124.01,125.48,249401600,117.28
2982,11/7/2011,Monday,215,125.39,126.39,124.2,126.26,196617200,118.01
2983,11/8/2011,Tuesday,216,126.92,128.02,125.71,127.88,224426300,119.52
2984,11/9/2011,Wednesday,217,124.89,125.8,122.86,123.16,337982000,115.11
2985,11/10/2011,Thursday,218,124.79,124.94,123.02,124.32,231866500,116.19
2986,11/11/2011,Friday,219,125.83,126.99,125.79,126.66,189924400,118.38
2987,11/14/2011,Monday,220,126.19,127.45,124.92,125.46,159258300,117.26
2988,11/15/2011,Tuesday,221,125.17,126.75,124.72,126.08,184709400,117.84
2989,11/16/2011,Wednesday,222,124.81,126.34,123.9,124.08,235782500,115.97
2990,11/17/2011,Thursday,223,123.85,124.16,121.23,122.11,331219600,114.13
2991,11/18/2011,Friday,224,122.5,122.75,121.47,121.98,215580400,114.01
2992,11/21/2011,Monday,225,120.2,120.35,118.65,119.66,229611600,111.84
2993,11/22/2011,Tuesday,226,119.4,120.1,118.52,119.19,216494900,111.4
2994,11/23/2011,Wednesday,227,118.07,119.19,116.56,116.56,224329100,108.94
2995,11/25/2011,Friday,228,116.38,117.7,116.2,116.34,99557000,108.74
2996,11/28/2011,Monday,229,119.54,120.18,118.82,119.71,210686000,111.89
2997,11/29/2011,Tuesday,230,120.05,121,119.61,120.05,199241500,112.2
2998,11/30/2011,Wednesday,231,123.49,125.22,120,124.99,324439500,116.82
2999,12/1/2011,Thursday,232,124.85,125.64,124.43,124.97,176954800,116.8
3000,12/2/2011,Friday,233,126.12,126.5,124.78,124.86,221109700,116.7
3001,12/5/2011,Monday,234,126.84,127.18,125.44,126.22,225263900,117.97
3002,12/6/2011,Tuesday,235,126.21,127.11,125.76,126.26,178842100,118.01
3003,12/7/2011,Wednesday,236,125.84,127.26,124.97,126.73,237802500,118.45
3004,12/8/2011,Thursday,237,125.9,126.18,123.65,123.95,240862800,115.85
3005,12/9/2011,Friday,238,124.51,126.37,124.4,126.05,209111400,117.81
3006,12/12/2011,Monday,239,124.95,124.97,123.16,124.21,215826100,116.09
3007,12/13/2011,Tuesday,240,124.86,125.57,122.45,123.05,245159800,115.01
3008,12/14/2011,Wednesday,241,122.56,123.03,121.47,121.74,238618800,113.78
3009,12/15/2011,Thursday,242,123.03,123.2,121.99,122.18,199109200,114.19
3010,12/16/2011,Friday,243,122.23,122.95,121.3,121.59,220481400,114.36
3011,12/19/2011,Monday,244,122.06,122.32,120.03,120.29,183903000,113.14
3012,12/20/2011,Tuesday,245,122.18,124.14,120.37,123.93,225418100,116.56
3013,12/21/2011,Wednesday,246,123.93,124.36,122.75,124.17,194230900,116.79
3014,12/22/2011,Thursday,247,124.63,125.4,124.23,125.27,119465400,117.82
3015,12/23/2011,Friday,248,125.67,126.43,125.41,126.39,92187200,118.88
3016,12/27/2011,Tuesday,249,126.17,126.82,126.06,126.49,86075700,118.97
3017,12/28/2011,Wednesday,250,126.51,126.53,124.73,124.83,119107100,117.41
3018,12/29/2011,Thursday,251,125.24,126.25,124.86,126.12,123507200,118.62
3019,12/30/2011,Friday,252,126.02,126.33,125.5,125.5,95599000,118.04
3020,1/3/2012,Tuesday,1,127.76,128.38,127.43,127.5,193697900,119.92
3021,1/4/2012,Wednesday,2,127.2,127.81,126.71,127.7,127186500,120.11
3022,1/5/2012,Thursday,3,127.01,128.23,126.43,128.04,173895000,120.43
3023,1/6/2012,Friday,4,128.2,128.22,127.29,127.71,148050000,120.12
3024,1/9/2012,Monday,5,128,128.18,127.41,128.02,99530200,120.41
3025,1/10/2012,Tuesday,6,129.39,129.65,128.95,129.13,115282000,121.45
3026,1/11/2012,Wednesday,7,128.73,129.37,128.52,129.2,111540700,121.52
3027,1/12/2012,Thursday,8,129.57,129.7,128.54,129.51,118983700,121.81
3028,1/13/2012,Friday,9,128.64,129.05,127.72,128.84,179836200,121.18
3029,1/17/2012,Tuesday,10,130.08,130.32,128.9,129.34,132209200,121.65
3030,1/18/2012,Wednesday,11,129.31,130.84,129.08,130.77,163395200,123
3031,1/19/2012,Thursday,12,131.22,131.57,130.8,131.46,126328900,123.65
3032,1/20/2012,Friday,13,131.24,131.95,130.92,131.95,138230200,124.11
3033,1/23/2012,Monday,14,131.51,132.25,130.98,131.61,129295800,123.79
3034,1/24/2012,Tuesday,15,130.8,131.5,130.6,131.46,103083300,123.65
3035,1/25/2012,Wednesday,16,131.26,132.87,130.75,132.56,198613200,124.68
3036,1/26/2012,Thursday,17,133.15,133.4,131.36,131.88,184880500,124.04
3037,1/27/2012,Friday,18,131.24,132.05,131.15,131.82,135259100,123.99
3038,1/30/2012,Monday,19,130.51,131.44,130.06,131.37,147311800,123.56
3039,1/31/2012,Tuesday,20,132.02,132.18,130.68,131.32,157212000,123.51
3040,2/1/2012,Wednesday,21,132.29,133.14,132.13,132.47,166234500,124.6
3041,2/2/2012,Thursday,22,132.73,133.02,132.21,132.68,113090400,124.79
3042,2/3/2012,Friday,23,134,134.62,133.77,134.54,160598500,126.54
3043,2/6/2012,Monday,24,133.98,134.51,133.83,134.45,107694500,126.46
3044,2/7/2012,Tuesday,25,134.17,135.02,133.64,134.79,135528100,126.78
3045,2/8/2012,Wednesday,26,134.86,135.22,134.31,135.19,139361400,127.15
3046,2/9/2012,Thursday,27,135.41,135.59,134.56,135.36,148602900,127.31
3047,2/10/2012,Friday,28,134.16,134.47,133.84,134.36,167907500,126.37
3048,2/13/2012,Monday,29,135.32,135.52,134.74,135.36,115841900,127.31
3049,2/14/2012,Tuesday,30,135,135.27,134.25,135.19,165329500,127.15
3050,2/15/2012,Wednesday,31,135.63,135.83,134.29,134.56,195195100,126.56
3051,2/16/2012,Thursday,32,134.57,136.17,134.33,136.05,186567800,127.96
3052,2/17/2012,Friday,33,136.52,136.63,135.96,136.41,129869400,128.3
3053,2/21/2012,Tuesday,34,136.73,137.05,136.05,136.47,134042300,128.36
3054,2/22/2012,Wednesday,35,136.26,136.55,135.79,136.03,124455300,127.94
3055,2/23/2012,Thursday,36,135.96,136.73,135.5,136.63,137704300,128.51
3056,2/24/2012,Friday,37,136.93,137.2,136.63,136.93,105539100,128.79
3057,2/27/2012,Monday,38,136.02,137.53,135.8,137.16,145728900,129.01
3058,2/28/2012,Tuesday,39,137.2,137.72,136.93,137.56,129355900,129.38
3059,2/29/2012,Wednesday,40,137.76,138.19,136.54,137.02,185934700,128.88
3060,3/1/2012,Thursday,41,137.31,137.99,136.93,137.73,145023500,129.54
3061,3/2/2012,Friday,42,137.64,137.82,137,137.31,120638300,129.15
3062,3/5/2012,Monday,43,137.1,137.2,136.28,136.75,140765000,128.62
3063,3/6/2012,Tuesday,44,135.35,135.43,134.36,134.75,202129900,126.74
3064,3/7/2012,Wednesday,45,135.06,135.91,134.93,135.69,143692200,127.63
3065,3/8/2012,Thursday,46,136.52,137.32,136.24,137.04,116968900,128.89
3066,3/9/2012,Friday,47,137.3,137.93,137.13,137.57,122836800,129.39
3067,3/12/2012,Monday,48,137.55,137.76,137.09,137.58,104003500,129.4
3068,3/13/2012,Tuesday,49,138.32,140.13,138.09,140.06,184090500,131.74
3069,3/14/2012,Wednesday,50,140.1,140.45,139.48,139.91,145163600,131.59
3070,3/15/2012,Thursday,51,140.12,140.78,139.76,140.72,165118500,132.36
3071,3/16/2012,Friday,52,140.36,140.48,140,140.3,152893500,132.54
3072,3/19/2012,Monday,53,140.21,141.28,140.11,140.85,125291100,133.06
3073,3/20/2012,Tuesday,54,140.05,140.61,139.64,140.44,121729700,132.67
3074,3/21/2012,Wednesday,55,140.52,140.65,139.92,140.21,122388400,132.45
3075,3/22/2012,Thursday,56,139.18,139.55,138.74,139.2,135216700,131.5
3076,3/23/2012,Friday,57,139.32,139.81,138.55,139.65,120521000,131.93
3077,3/26/2012,Monday,58,140.65,141.61,140.6,141.61,120164000,133.78
3078,3/27/2012,Tuesday,59,141.74,141.83,141.08,141.17,119868500,133.36
3079,3/28/2012,Wednesday,60,141.1,141.32,139.64,140.47,148562100,132.7
3080,3/29/2012,Thursday,61,139.64,140.49,139.09,140.23,164963700,132.47
3081,3/30/2012,Friday,62,140.92,141.05,140.05,140.81,135486800,133.02
3082,4/2/2012,Monday,63,140.64,142.21,140.36,141.84,151741100,133.99
3083,4/3/2012,Tuesday,64,141.64,141.88,140.43,141.26,155806700,133.45
3084,4/4/2012,Wednesday,65,140.22,140.34,139.34,139.86,146896000,132.12
3085,4/5/2012,Thursday,66,139.38,140.2,139.26,139.79,137439400,132.06
3086,4/9/2012,Monday,67,138.03,139.84,137.84,138.22,127555900,130.57
3087,4/10/2012,Tuesday,68,137.95,138.34,135.76,135.9,235360300,128.38
3088,4/11/2012,Wednesday,69,137.29,137.54,136.75,137,154133000,129.42
3089,4/12/2012,Thursday,70,137.13,138.9,137.03,138.79,154321500,131.11
3090,4/13/2012,Friday,71,138.47,138.82,137.01,137.14,169246700,129.55
3091,4/16/2012,Monday,72,137.84,138.04,136.58,137.05,147825300,129.47
3092,4/17/2012,Tuesday,73,137.84,139.36,137.7,139.08,147877600,131.39
3093,4/18/2012,Wednesday,74,138.46,139.08,138.38,138.61,123884200,130.94
3094,4/19/2012,Thursday,75,138.63,139.15,137.07,137.72,198666700,130.1
3095,4/20/2012,Friday,76,138.33,138.83,137.87,137.95,143199600,130.32
3096,4/23/2012,Monday,77,136.54,136.91,135.94,136.79,171844900,129.22
3097,4/24/2012,Tuesday,78,136.91,137.66,136.8,137.31,137484200,129.71
3098,4/25/2012,Wednesday,79,138.65,139.25,138.53,139.19,150252200,131.49
3099,4/26/2012,Thursday,80,138.89,140.32,138.81,140.16,136291600,132.41
3100,4/27/2012,Friday,81,140.58,140.79,139.8,140.39,130725000,132.62
3101,4/30/2012,Monday,82,140.11,140.21,139.49,139.87,115092200,132.13
3102,5/1/2012,Tuesday,83,139.79,141.66,139.63,140.74,138832200,132.96
3103,5/2/2012,Wednesday,84,139.92,140.46,139.46,140.32,121081000,132.56
3104,5/3/2012,Thursday,85,140.34,140.45,138.99,139.25,143759700,131.55
3105,5/4/2012,Friday,86,138.52,139.3,136.92,137,193927300,129.42
3106,5/7/2012,Monday,87,136.51,137.56,136.46,137.1,127765900,129.52
3107,5/8/2012,Tuesday,88,136.28,136.77,134.92,136.55,213377700,129
3108,5/9/2012,Wednesday,89,135.1,136.61,134.49,135.74,220752500,128.23
3109,5/10/2012,Thursday,90,136.68,136.85,135.71,136.02,150600000,128.5
3110,5/11/2012,Friday,91,135.17,136.87,135.11,135.61,153032400,128.11
3111,5/14/2012,Monday,92,134.31,135.61,133.91,134.11,163910000,126.69
3112,5/15/2012,Tuesday,93,134.02,134.81,133.13,133.34,207629300,125.96
3113,5/16/2012,Wednesday,94,133.94,134.55,132.8,132.83,207265500,125.48
3114,5/17/2012,Thursday,95,132.86,133.02,130.79,130.86,247992900,123.62
3115,5/18/2012,Friday,96,131.37,131.6,129.55,129.74,319615900,122.56
3116,5/21/2012,Monday,97,130.16,132.02,129.95,131.97,177861100,124.67
3117,5/22/2012,Tuesday,98,132.31,133.23,131.34,132.2,197531200,124.89
3118,5/23/2012,Wednesday,99,131.25,132.46,129.99,132.27,204958400,124.95
3119,5/24/2012,Thursday,100,132.63,132.84,131.42,132.53,167357600,125.2
3120,5/25/2012,Friday,101,132.48,132.85,131.78,132.1,135465600,124.79
3121,5/29/2012,Tuesday,102,133.16,133.93,131.17,133.7,152883500,126.3
3122,5/30/2012,Wednesday,103,132.56,133.69,131.49,131.76,162370400,124.47
3123,5/31/2012,Thursday,104,131.71,132.45,130.34,131.47,196186000,124.2
3124,6/1/2012,Friday,105,129.41,131.5,128.16,128.16,253240900,121.07
3125,6/4/2012,Monday,106,128.39,128.74,127.14,128.1,202545800,121.01
3126,6/5/2012,Tuesday,107,127.85,129.26,127.78,129.07,164149400,121.93
3127,6/6/2012,Wednesday,108,129.97,132.03,129.93,131.97,184202800,124.67
3128,6/7/2012,Thursday,109,133.47,133.53,131.78,132.05,184772700,124.75
3129,6/8/2012,Friday,110,131.71,133.13,131.29,133.1,143915400,125.74
3130,6/11/2012,Monday,111,134.17,134.25,131.28,131.41,169756100,124.14
3131,6/12/2012,Tuesday,112,131.79,133.01,131.16,132.92,181931800,125.57
3132,6/13/2012,Wednesday,113,132.53,133.36,131.62,132.07,172223900,124.76
3133,6/14/2012,Thursday,114,132.34,134,131.98,133.47,230615500,126.09
3134,6/15/2012,Friday,115,133.38,134.26,133.1,134.14,169444500,127.38
3135,6/18/2012,Monday,116,133.58,134.73,133.28,134.4,131360900,127.62
3136,6/19/2012,Tuesday,117,135.08,136.25,134.37,135.7,137382600,128.86
3137,6/20/2012,Wednesday,118,135.71,136.1,134.27,135.48,206451800,128.65
3138,6/21/2012,Thursday,119,135.64,135.78,132.33,132.44,205272200,125.76
3139,6/22/2012,Friday,120,133.13,133.71,132.62,133.46,130029200,126.73
3140,6/25/2012,Monday,121,132.05,132.1,130.85,131.32,146375700,124.7
3141,6/26/2012,Tuesday,122,131.7,132.38,130.93,131.98,141634000,125.33
3142,6/27/2012,Wednesday,123,132.42,133.43,131.97,133.17,108088000,126.46
3143,6/28/2012,Thursday,124,132.29,132.99,131.28,132.79,169242100,126.09
3144,6/29/2012,Friday,125,135.2,136.27,134.85,136.1,212250900,129.24
3145,7/2/2012,Monday,126,136.48,136.65,135.52,136.51,129524500,129.63
3146,7/3/2012,Tuesday,127,136.48,137.51,136.34,137.41,80450000,130.48
3147,7/5/2012,Thursday,128,136.9,137.8,136.29,136.79,126177500,129.89
3148,7/6/2012,Friday,129,135.47,135.77,134.85,135.49,151192100,128.66
3149,7/9/2012,Monday,130,135.38,135.57,134.7,135.32,103780500,128.5
3150,7/10/2012,Tuesday,131,136.01,136.23,133.68,134.14,167884800,127.38
3151,7/11/2012,Wednesday,132,134.21,134.6,133.38,134.16,141733400,127.4
3152,7/12/2012,Thursday,133,133.38,134.23,132.6,133.51,143583200,126.78
3153,7/13/2012,Friday,134,133.86,135.89,133.84,135.75,129642600,128.91
3154,7/16/2012,Monday,135,135.44,135.83,134.9,135.43,97525200,128.6
3155,7/17/2012,Tuesday,136,135.97,136.64,134.55,136.36,138860300,129.48
3156,7/18/2012,Wednesday,137,136.04,137.64,135.96,137.37,113349700,130.44
3157,7/19/2012,Thursday,138,137.65,138.18,137.21,137.73,129847300,130.79
3158,7/20/2012,Friday,139,136.95,137.16,136.32,136.47,142904500,129.59
3159,7/23/2012,Monday,140,134.47,136.38,133.84,135.09,145210900,128.28
3160,7/24/2012,Tuesday,141,135.19,135.25,133.03,133.93,173301200,127.18
3161,7/25/2012,Wednesday,142,134.21,134.56,133.25,133.96,129122300,127.21
3162,7/26/2012,Thursday,143,135.89,136.46,135.26,136.17,156526500,129.3
3163,7/27/2012,Friday,144,136.89,139.07,136.14,138.68,236768900,131.69
3164,7/30/2012,Monday,145,138.52,139.34,138.27,138.68,106782000,131.69
3165,7/31/2012,Tuesday,146,138.49,138.87,137.71,137.71,120575900,130.77
3166,8/1/2012,Wednesday,147,138.7,138.73,137.4,137.59,138293800,130.65
3167,8/2/2012,Thursday,148,136.55,137.57,135.58,136.64,199556600,129.75
3168,8/3/2012,Friday,149,138.56,139.64,136.68,139.35,157825000,132.32
3169,8/6/2012,Monday,150,139.72,140.17,139.56,139.62,86326200,132.58
3170,8/7/2012,Tuesday,151,140.18,140.92,140.03,140.32,109545100,133.25
3171,8/8/2012,Wednesday,152,139.85,140.65,139.81,140.49,89754700,133.41
3172,8/9/2012,Thursday,153,140.29,140.89,140.15,140.61,90291700,133.52
3173,8/10/2012,Friday,154,140.04,140.89,139.81,140.84,99792700,133.74
3174,8/13/2012,Monday,155,140.6,140.84,140.04,140.77,79426900,133.67
3175,8/14/2012,Tuesday,156,141.29,141.38,140.37,140.79,102379400,133.69
3176,8/15/2012,Wednesday,157,140.64,141.19,140.55,140.95,71085900,133.84
3177,8/16/2012,Thursday,158,141.15,142.16,140.8,141.99,112014200,134.83
3178,8/17/2012,Friday,159,142.23,142.3,141.86,142.18,90813700,135.01
3179,8/20/2012,Monday,160,141.98,142.22,141.59,142.19,78255700,135.02
3180,8/21/2012,Tuesday,161,142.54,143.09,141.45,141.76,105581100,134.61
3181,8/22/2012,Wednesday,162,141.4,142.05,141.07,141.82,133243500,134.67
3182,8/23/2012,Thursday,163,141.47,141.48,140.44,140.66,111466400,133.57
3183,8/24/2012,Friday,164,140.31,141.83,140.22,141.51,99481200,134.38
3184,8/27/2012,Monday,165,141.89,142.08,141.34,141.54,68785900,134.4
3185,8/28/2012,Tuesday,166,141.18,141.84,140.97,141.4,75689600,134.27
3186,8/29/2012,Wednesday,167,141.52,141.89,141.12,141.51,65421300,134.38
3187,8/30/2012,Thursday,168,140.9,140.94,140.19,140.49,96589900,133.41
3188,8/31/2012,Friday,169,141.29,141.82,140.36,141.16,151970400,134.04
3189,9/4/2012,Tuesday,170,141.04,141.46,140.13,141.03,120226200,133.92
3190,9/5/2012,Wednesday,171,141.09,141.47,140.63,140.91,100660300,133.81
3191,9/6/2012,Thursday,172,141.76,143.78,141.75,143.77,158272500,136.52
3192,9/7/2012,Friday,173,144.01,144.39,143.88,144.33,107272100,137.05
3193,9/10/2012,Monday,174,144.19,144.44,143.46,143.51,86458500,136.27
3194,9/11/2012,Tuesday,175,143.6,144.37,143.56,143.91,88760000,136.65
3195,9/12/2012,Wednesday,176,144.39,144.55,143.9,144.39,87640900,137.11
3196,9/13/2012,Thursday,177,144.37,147.04,143.99,146.59,225470200,139.2
3197,9/14/2012,Friday,178,146.88,148.11,146.76,147.24,169777000,139.82
3198,9/17/2012,Monday,179,146.94,147.19,146.37,146.74,119427800,139.34
3199,9/18/2012,Tuesday,180,146.49,146.81,146.25,146.62,98326600,139.23
3200,9/19/2012,Wednesday,181,146.79,147.17,146.41,146.7,128318300,139.3
3201,9/20/2012,Thursday,182,146.03,146.79,145.63,146.71,154009800,139.31
3202,9/21/2012,Friday,183,146.64,146.67,145.81,145.87,108737500,139.25
3203,9/24/2012,Monday,184,145.15,145.98,145.04,145.65,95682000,139.04
3204,9/25/2012,Tuesday,185,145.96,146.24,144.06,144.1,133165200,137.56
3205,9/26/2012,Wednesday,186,144.07,144.11,142.95,143.29,146502200,136.79
3206,9/27/2012,Thursday,187,143.89,144.97,143.51,144.64,111830300,138.08
3207,9/28/2012,Friday,188,144.09,144.56,143.46,143.97,150696100,137.44
3208,10/1/2012,Monday,189,144.52,145.69,144.01,144.35,135911200,137.8
3209,10/2/2012,Tuesday,190,144.92,145.15,143.83,144.5,113422200,137.95
3210,10/3/2012,Wednesday,191,144.89,145.43,144.13,145.09,121283100,138.51
3211,10/4/2012,Thursday,192,145.64,146.34,145.44,146.13,124311600,139.5
3212,10/5/2012,Friday,193,146.91,147.16,145.7,146.14,124842100,139.51
